symbol,timestamp,ask_exchange,ask_price,ask_size,bid_exchange,bid_price,bid_size,conditions,tape,quote_recieved_time
BTC/USD,2024-02-27 22:37:41.161192+00:00,,57034.11,0.55918,,56968.08,0.28,,,2024-02-28 03:37:41 UTC
BTC/USD,2024-02-27 22:37:41.161214+00:00,,57034.11,0.55918,,57011.538,0.275884,,,2024-02-28 03:37:41 UTC
BTC/USD,2024-02-27 22:37:41.161233+00:00,,57044.7,0.280382,,57011.538,0.275884,,,2024-02-28 03:37:41 UTC
BTC/USD,2024-02-27 22:37:41.161259+00:00,,57049.913,0.27861,,57011.538,0.275884,,,2024-02-28 03:37:41 UTC
